ABN|FundName|USI|ProductName|ContributionRestrictions|From|To
19905422981|The Trustee for MERCER SUPER TRUST|19905422981132|ASX Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981137|PPG Australia Superannuation Fund|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981148|Allergan Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981149|GrainCorp Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981153|Motorola Solutions Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981154|First Data Corporation Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981161|The Minerals Super Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981164|Mount Scopus Memorial College Retirement Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981165|The Stanley Black & Decker Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981168|DDB Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981174|Halliburton Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981175|Ernst & Young Partners Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981176|EMI Group Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981180|Brisbane Airport Corporation Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981182|Hatch Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981184|Lendlease Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981185|Heat And Control Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981188|RT Edwards Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981189|NYK Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981190|IMS Health Australia Pty Ltd Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981192|Dalrymple Bay Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981195|Penleigh & Essendon Grammar School Super Fund|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981203|Avon Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981204|John Deere Employees Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981205|Novartis Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981206|Syngenta Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981207|Metal Manufactures Group Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981209|Auscott Limited Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981210|Rockwell Automation Superannuation Fund|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981211|Coventry Group Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981213|Fairfax Media Super|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981215|Lion Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981216|Adelaide Brighton Group Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981217|Unisys Australian Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981218|Ericsson Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981219|Rivalea Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981220|Reckitt Benckiser (Australia) Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981221|South East Fibre Exports Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981224|Mercer Superannuation Plan - Staff Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981225|Marsh Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981226|Cargill Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981227|Auspine Superannuation Fund|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981232|Santos Superannuation Fund|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981234|Fonterra Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981236|DXC Technology Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981237|CHC Helicopters (Australia) Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981239|Angus & Coote Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981240|Cement Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981242|Caltex Petroleum Services Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981243|Phillips Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981244|Pernod Ricard Winemakers Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981245|Ridley Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981249|KBR Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981251|Catalent Australia Superannuation Fund|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981252|Luxottica Retail Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981254|The Wrigley Company Superannuation Scheme|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981255|Thai Airways International Staff Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981256|Yalumba Staff Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981259|Daimler Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981260|Devro Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981261|Mercer Tailored Super|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981262|Sydney Airport Super Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981263|Deutsche Staff Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981264|Trend-Breezway Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981267|Brambles Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981268|James Hardie Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981269|Baxter Healthcare Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981270|Australian Radio Network Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981272|DIC Australia Pty Limited Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981273|WSP Parsons Brinckerhoff Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981274|TNT Group Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981275|Vodafone Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981276|Australian Associated Press Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981277|Woodside Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981278|American Express Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981279|Scotch College Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981280|Trinity Grammar School Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981281|Ivanhoe Girls Grammar School Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981284|Sony BMG Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981285|BAE Systems Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981286|Accolade Wines Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981288|MGC Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981290|McCain Foods Superannuation Fund|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981293|Du Pont Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981294|ALSTOM Grid Australia Limited Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981296|V A Super Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981297|Crane Group Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981298|Fuji Xerox Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981299|Network Ten Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981300|Lexmark Australia Super Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981301|Eli Lilly Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981302|Wesley College Melbourne Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981303|Stratco Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981304|Cummins Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981305|Nuplex Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981307|Seven Network Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981308|Melbourne Grammar School Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981310|Raytheon Super Fund|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981313|ALSTOM Superannuation Fund|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981315|CatSuper|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981316|Kordia Solutions Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981317|DX Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981318|Acast|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981320|Myer Super Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981322|The Hutchins School 2008 Super Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981323|Pfizer Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981324|DP World Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981325|Qube Superannuation Plan - AAT Employees|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981326|DP World Australia Superannuation Plan - Maritime|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981327|DP World Australia Superannuation Plan - Oceania|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981328|Qube Superannuation Plan - Qube Ports & Bulk Employees|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981329|Qube superannuation Plan - Qube Logistics Employees|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981331|Americold Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981333|Estee Lauder Companies Superannuation Fund|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981334|UTC Building and Industrial Systems Superannuation Fund|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981336|GlaxoSmithKline Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981337|Ford Employees Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981338|Ford Management Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981339|Schweppes Australia Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981340|Nyrstar Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981343|Axalta Coating Systems Aust. Pty Ltd Super Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981344|ZOETIS AUSTRALIA SUPERANNUATION PLAN|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981345|Oasis Superannuation Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981346|Uniting Church in Australia Beneficiary Fund|N|2015-07-01|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981347|Kellogg Superannuation Plan|N|2016-05-09|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981349|Mercer Super Trust Corporate Superannuation Division Orica Super Plan|N|2016-07-01|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981350|Mercer Super Trust Corporate Superannuation Division Ixom Super Plan|N|2016-07-01|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981351|Mercer Super Trust Serco Australia Superannuation Plan|N|2016-11-01|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981354|Mercer Tailored Super - myChoice|N|2019-05-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981500|TAL Super a plan within the Retail Division in the Mercer Super Trust sponsored by TAL|N|2017-04-01|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981666|Mercer Super Trust - Personal Superannuation Division|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981701|Virgin Money Super|N|2016-12-01|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981702|Kogan Super|N|2019-05-27|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981705|Mercer Easy Super - Newcastle|N|2018-08-21|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981706|Mercer Easy Pension - Newcastle|Y|2018-08-21|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981798|Lifetime Pension Plan|N|2018-12-20|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981799|Allocated Pension Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981888|Mercer SmartSuper Plan|N|2014-10-15|9999-12-31
19905422981|The Trustee for MERCER SUPER TRUST|19905422981999|Mercer Super Trust - SmartSuper|N|2014-10-15|9999-12-31
19918933155|DAVID JOHN ALAN TREDINNICK SUPERANNUATION FUND|19918933155001|David John Alan Tredinnick Superannuation Fund|N|2013-07-01|9999-12-31
19969759230|GLEESON FAMILY SUPER FUND|19969759230001|Gleeson Family Super Fund|N|2013-07-01|9999-12-31
19986334643|ANDREW MUIR PRIVATE SUPERANNUATION FUND|19986334643001|Andrew Muir Private Superannuation Fund|N|2013-07-01|2019-06-30
20069519920|PETER CHAMBERLAIN SUPER FUND|20069519920001|Peter Chamberlain Super Fund|N|2013-07-01|9999-12-31
20089837193|THE J A DAY PRIVATE SUPER FUND|20089837193001|The J A Day Private Super Fund|N|2013-07-01|9999-12-31
20133928489|PFENNIGWERTH PERSONAL SUPER FUN|20133928489001|Pfennigwerth Personal Superannuation Fund|N|2013-07-01|9999-12-31
20192413697|G T WRIGHT PRIVATE ALLOCATED PENSION FUND|20192413697001|G T Wright Private Allocated Pension Fund|N|2013-07-01|2019-06-30
20199535849|SHIELDS FAMILY SUPER FUND|20199535849001|Shields Family Super Fund|N|2013-07-01|9999-12-31
20221052559|FRANCES DAVIES SUPERANNUATION FUND|20221052559001|Frances Davies Superannuation Fund|N|2013-07-01|9999-12-31
20238269202|THE GEBBIE SUPER FUND|20238269202001|The Gebbie Super Fund|N|2013-07-01|9999-12-31
20275611935|CHRISTINA SOOK CHUI TOH PRIVATE SUPER FUND|20275611935001|Christina Sook Chui Toh Private Super Fund|N|2013-07-01|2019-06-30
20335296380|Dean Superannuation Fund|20335296380001|Dean Superannuation Fund|N|2013-07-01|9999-12-31
20348898726|THORNE SUPERANNUATION FUND|20348898726001|Thorne Superannuation Fund|N|2013-07-01|9999-12-31
20543903424|The Trustee for Grow Super SMA|20543903424001|GROW Super SMA|N|2016-05-16|9999-12-31
20543903424|The Trustee for Grow Super SMA|20543903424002|GIG Super|N|2019-04-25|9999-12-31
20612602337|Williams Superannuation Fund|20612602337001|Williams Superannuation Fund|N|2013-07-01|2019-06-30
20624730764|HOLT & PICKWORTH SUPER FUND|20624730764001|Holt & Pickworth Super Fund|N|2013-07-01|9999-12-31
20632733596|The trustee for The Grimaldi SuperFund|20632733596001|The Grimaldi SuperFund|N|2013-07-01|9999-12-31
20710809016|DENDY SUPERANNUATION FUND|20710809016001|Dendy Superannuation Fund|N|2013-07-01|9999-12-31
